news_id,type,symbol,text,logit,prediction,sentiment_score
575,Summary,MSN,"Masan Group (MSN) has just announced the successful issuance of bonds with a value of VND 2,000 billion from domestic and foreign organizations . the total debt as of march 30, 2020 is 18,063 billion dong, bond debt accounts for 4,500 billion dong .","[0.11692079901695251, 0.008217398077249527, 0.8748618960380554]",neutral,0.108703405
576,Summary,MSN,nhiu nhà u t chin lc ti các doanh nghip u ngành ang b ‘tht thoát’ 40-50% giá tr ti nhng thng v tim nang ch trong thi gian,"[0.12446491420269012, 0.053419169038534164, 0.822115957736969]",neutral,0.07104574
577,Summary,MSN,"the government is calling for businesses, communities and people to coordinate to proactively prevent epidemics . in particular, Masan Group strengthens solutions to continue maintaining the supply of goods and stabilizing prices . the group has signed a contract with vinafood 1 to ensure adequate supply of rice .","[0.9340282678604126, 0.013455882668495178, 0.05251580849289894]",positive,0.9205724
578,Summary,MSN,có nhng hin k nhm ng phó vi tnh hnh dch COVID-19 ang din bin phc tp . chng ta ging nh mt i bóng ang thi u mt trn qu,"[0.10185953974723816, 0.023848310112953186, 0.8742921948432922]",neutral,0.07801123
579,Summary,MSN,"30 million bonds distributed, equivalent to mobilization of VND 3,000 billion in the first issuance . list of investors consists of 1,070 individuals who buy 38.25% of bonds and 6 domestic organizations buy the remaining 61.75% .","[0.025572651997208595, 0.020596403628587723, 0.9538310170173645]",neutral,0.004976248
580,Summary,MSN,"one mount group registers an active industry as ""agent, brokerage, auction of commodity"" according to our research, this company may deploy an e -commerce project .","[0.0543707013130188, 0.012794488109648228, 0.9328347444534302]",neutral,0.041576214
581,Summary,MSN,báo cáo tài chnh nam 2019 có hn nam chc doanh nghip báo li sau thu trên nghn t hàng nam cng là nhóm ngành ngân hàng vi 13 cái tên .,"[0.0594102144241333, 0.0502006821334362, 0.8903891444206238]",neutral,0.009209532
582,Summary,MSN,net is one of the leading domestic enterprises in family care products in Vietnam . the current market share of the company in the washing powder industry is 1.5% . net is a strategic starting point for Masan to build a foundation for diversifying personal and family care products .,"[0.8021383285522461, 0.006294584833085537, 0.19156703352928162]",positive,0.7958437
583,Summary,MSN,"in early September, a group of investors poured $ 500 million into VCM . the newly established company owns 100% of Vincommerce . if all $ 500 million has been disbursed in exchange for 16.26% of shares, GIC has valued VCM at US $ 3.08 billion .","[0.1453520804643631, 0.009418093599379063, 0.8452298641204834]",neutral,0.13593398
584,Summary,MSN,"first bond offering (out of the total number of 4 waves) with a total mobilization value of VND 3,000 billion . bonds offered for non-convertible bonds, no evidence and no property security; At the same time, this is not the secondary debt of MSN .","[0.021380150690674782, 0.02314239740371704, 0.9554774165153503]",neutral,-0.001762247
585,Summary,MSN,th trng chng khoán my phiên gn ây  phc hi sau chui ngày . câu chuyn th trng tài chnh b nh hng bi dch cm không là câu chuyn,"[0.06580711901187897, 0.037660010159015656, 0.8965328931808472]",neutral,0.028147109
586,Summary,MSN,"Meatlife (MML) has just announced the business situation in 2019 with maintenance revenue, Ebitda profit margin was improved despite being affected by African swine cholera (""ASF"") of which, cattle food revenue dropped by 24.5% to be offset by growing poultry food by 13.4% and aquatic feed growth by 17.8% . Regarding Meatdeli cool meat brand, the unit achieved nearly 330 billion and 100 billion dong in December .","[0.3927539885044098, 0.5847703814506531, 0.02247563749551773]",negative,-0.1920164
587,Summary,MSN,"vi ch tiêu MSN ch mi thc hin 86% k hoch doanh thu, song  vt 27% ch tiêu li nhun .","[0.1330421417951584, 0.019393861293792725, 0.8475639820098877]",neutral,0.11364828
588,Summary,MSN,"last week, Masan Group had a meeting with analysts about the opportunity to develop the retail segment after receiving Vincommerce's merger . Masan Group will establish a new legal entity in 2020 to own 83.74% of the total shares of VCM Trade and Service Development Joint Stock Company (VCM) and 85.7% of Masan Consumer Holdings.","[0.08416322618722916, 0.008351924829185009, 0.9074848294258118]",neutral,0.075811304
589,Summary,MSN,"at the end of 2019, Vingroup Vamasan Group decided to cooperate in the retail and consumer segment . the two sides also have detailed plans to develop the main brands of Vinmart, Vinmart+, Vineco and Meat Deli .","[0.4348003566265106, 0.00781412236392498, 0.5573855042457581]",neutral,0.42698625
590,Summary,MSN,"on December 31, 2019, the Board of Directors of Masan Group (MSN) passed a resolution on the exchange of shares with VCM Trade and Service Development Joint Stock Company . the ownership ratio of Masan and Vingroup in the new company has not been announced . the merger helps Masan own a wide retail store system, thereby distributing the company's own consumer products .","[0.2961333692073822, 0.006979828234761953, 0.6968867778778076]",neutral,0.28915355
591,Summary,MSN,"Masan will receive 83.74% of the total number of VCM -circulating shares and issue options to receive shares of a consolidated company . this merchant company will own a share/capital contribution and operate both companies including VCM and Masanconsumerholds Co., Ltd.","[0.05251709744334221, 0.009732176549732685, 0.9377507567405701]",neutral,0.04278492
592,Summary,VJC,"the introduction of T3 into the exploitation leads to a major change in the division of the station between domestic airlines . from April 19, flights between ho Chi minh city and hanoi of Vietnam Airlines will completely move to T3 . on April 28, all other domestic routes of the airline will also be operated at this station .","[0.08198633044958115, 0.011660264804959297, 0.9063534140586853]",neutral,0.07032607
593,Summary,VJC,new regulation expands regulations on importing aircraft from many places . new regulations will allow the import of aircraft to be approved by more countries . shortage of operating aircraft is part of a growing problem in the country .,"[0.022211531177163124, 0.9016644358634949, 0.07612407952547073]",negative,-0.8794529
594,Summary,VJC,"Vietjet Air has just sent a document to the Vietnam Airport Corporation (ACV), proposing a plan to operate flights to Con Dao from April 2025 by Comac ARJ21 aircraft . expected journey includes round -trip routes from Hanoi and Ho Chi Minh City to Con Son Airport (VCS), starting from April 15 .","[0.21150538325309753, 0.009985897690057755, 0.7785087823867798]",neutral,0.20151949
595,Summary,VJC,"thng d thng mi ca Vit Nam vi Hoa K công b ngày 5/2 . ó c s  ngày 2/4, Tng thng M Donald Trump công b áp thu i ng t l 46% vi Vit Nam .","[0.05285949259996414, 0.02432183548808098, 0.9228187799453735]",neutral,0.028537657
596,Summary,VJC,"Deputy prime minister and senior leaders of vietnam sign $ 300 million agreement . agreement includes nearly 300 aircraft expected to be handed over in 2025–2027 . in 2025, Vietjet started receiving the first Boeing 737 MAX aircraft worth more than US $ 24 billion .","[0.8176791667938232, 0.007788149639964104, 0.1745327115058899]",positive,0.80989105
597,Summary,VJC,"AV Airfinance and Vietjet have signed a cooperation agreement worth US $ 300 million . the agreement is part of the $ 4 billion financial agreement series that Vietjet has made with the leading US partners . in 2025, Vietjet started receiving the first Boeing 737 MAX aircraft worth more than US $ 24 billion .","[0.9179384708404541, 0.00972083117812872, 0.07234075665473938]",positive,0.90821767
598,Summary,VJC,"the board of directors of Saigon - Long Thanh ground service Co., Ltd has issued a Resolution on capital contribution to establish a new legal entity . the company has a charter capital of VND 333 billion, SAGS contributes nearly VND 250 billion, equivalent to the ownership rate of 75% . the remaining 25% of the company serves the Saigon - Long Thanh ground by the Hanoi ground service (HGS)","[0.0636783167719841, 0.009960616007447243, 0.926361083984375]",neutral,0.053717703
599,Summary,VJC,"if successful, the charter capital of the aviation enterprise will increase to more than VND 5,916 billion . the expected time is in the first quarter of 2025 after the SSC received a complete registration dossier for the individual stock offering .","[0.663572371006012, 0.008380308747291565, 0.32804736495018005]",positive,0.6551921
600,Summary,VJC,"a total of 22,000 people have just joined the FPT system this year . the number of personnel of the entire FPT system has only increased by 11,000 people . the matriculation rate in FPT is only about 6%, slightly higher than the rate of passing .","[0.13456127047538757, 0.02057727612555027, 0.8448615074157715]",neutral,0.113983996
601,Summary,VJC,"aerial revenue reached VND 19,776 billion and the profit after tax reached VND 167 billion . in 2024, Vietjet transported more than 25.9 million passengers over 137,000 flights . the airline has completed the goal of receiving 10 new aircraft in 2024 .","[0.6937937140464783, 0.009265035390853882, 0.29694119095802307]",positive,0.6845287
602,Summary,VJC,"Nguyen Dang Quang just returned to the list of USD billionaires with a fortune of 1 billion USD, ranked 2,718 in the world . with this return, Vietnam currently has 6 USD billionaires according to Forbes's calculations, with a total assets of 13.4 billion USD .","[0.14786605536937714, 0.012990610674023628, 0.8391433358192444]",neutral,0.13487545
603,Summary,VJC,"the total market capitalization of Ho Chi Minh City group (including MWG) is 69.4 billion dollars - equal to 54% of the total capitalization of the group in Hanoi capital (128 billion dollars) there are only one name that reaches a capitalization of over 10 billion dollars, which is the Vietnam Airport Corporation (ACV) there are 3 names of over 5 billion dollars, namely Masan Consumer Joint Stock Company (Masan Consumer, Securities Code MCH) with $ 7.4 billion .","[0.04463842138648033, 0.01363945472985506, 0.9417220950126648]",neutral,0.030998968
604,Summary,VJC,"as of December 31, 2024, Vietnam's stock market had 50 enterprises achieving the market capitalization of over 1 billion USD (billion dollars) if looking at the area, there are 27 billion -dollar enterprises registered in Hanoi capital . Hoan Kiem is the district with the most dollar units' headquarters, with a total market capitalization value of 56.2 billion dollars .","[0.07534460723400116, 0.012536374852061272, 0.9121190309524536]",neutral,0.06280823
605,Summary,VJC,"in 2023, Vietnam's trade surplus with the US reached US $ 83.2 billion, down 12.3% . with a large trade surplus, Vietnam may bear the risk of higher tax rate than other countries . with a large trade surplus, Vietnam may bear the risk of higher taxation than other countries .","[0.007570897229015827, 0.9709069728851318, 0.02152213826775551]",negative,-0.96333605
606,Summary,VJC,"Currently, Vietjet is having strategic agreements worth nearly US $ 50 billion . besides, cooperation worth about 14 billion USD is also being discussed . president Trump witnessed the signing of the first 100 aircraft of 737 MAX .","[0.7892208695411682, 0.007843159139156342, 0.20293594896793365]",positive,0.78137773
607,Summary,VJC,"on December 28, 2024, Viejet issued 20,000 VJCH2429007 bonds with a face value of VND 100 million/bond . the completed date is December 31, 2024; With a term of 60 months, the bond lot is expected to maturity on December 28, 2029 . the total issuance value of 7 bond lots is VND 11,000 billion .","[0.026900576427578926, 0.01826254464685917, 0.954836905002594]",neutral,0.008638032
608,Summary,VJC,"the board of directors of Vietjet Airlines announced the plan to issue 50 million individual shares . the number of new shares is equal to 9.3% of the listed . the target for sale is a professional securities investor in the country for 100,000 VND/share .","[0.05201779678463936, 0.010404153726994991, 0.937578022480011]",neutral,0.041613642
609,Summary,VJC,"Vietjet signed a wet lease contract (renting both aircraft and crews) 2 Comac ARJ21 (C909) with Chengdu Airlines expected from January 15, 2025 . these two aircraft will serve for the lunar New Year peak on Hanoi/TP stages .","[0.8145474791526794, 0.009359749965369701, 0.17609278857707977]",positive,0.8051877
610,Summary,VJC,source: apple is approaching by by Indonesia's ban on the sale of the iPhone 16 . source: one of Apple's suppliers will set up a Airtags factory on Batam Island . Erablue opened its first store at the end of November 2022 .,"[0.08958925306797028, 0.012711863964796066, 0.8976988792419434]",neutral,0.076877385
611,Summary,VJC,"công ty ni ting vi dng máy bay C919, mu tàu bay thân hp u tiên c thit k và sn xut hoàn toàn ti Trung Quc . máy bay thng mi ti","[0.06516812741756439, 0.029785865917801857, 0.9050461053848267]",neutral,0.035382263
612,Summary,VJC,"in 9 months of 2024, Vietjet recorded VND 52,200 billion in consolidated revenue . the consolidated after -tax profit reached VND 1,405 billion, 564% over the same period in 2023 .","[0.15025880932807922, 0.019991040229797363, 0.8297502398490906]",neutral,0.13026777
613,Summary,VJC,"the board of directors of Vietjet issued a Resolution on approving the plan of individual bond issuance . the number of bonds issued and offered is 20,000, the face value of bonds is VND 100 million/1 bond . the total issuance value is VND 2,000 billion .","[0.03388432413339615, 0.014163545332849026, 0.9519521594047546]",neutral,0.019720778
614,Summary,VJC,"the agreement was signed by Vietjet General Director Dinh Viet Phuong and Honeywell Group representatives . the agreement includes aviation electronics (Avionics), electronic equipment and electronic equipment of the auxiliary engine (APU) on the new A330NEO wide -generation aircraft fleet and its new narrow -body aircraft .","[0.4289945662021637, 0.008167452178895473, 0.5628380179405212]",neutral,0.42082712
615,Summary,VJC,"new aircraft expected to deliver from august 2024 are mostly A321neo ACF aircraft of Airbus . in 2019, Vietjet was the first airline in the world to put into operation A321neo ACF . in the first half of 2024, Vietjet transported 13.1 million guests, operating 70,154 safe flights .","[0.18792185187339783, 0.012078754603862762, 0.7999994158744812]",neutral,0.17584309
616,Summary,VJC,các doanh nghip t nhân np ngân sách ln u tiên sp công b trong tháng 8/2024 c thng kê theo s liu thc np trong niên  tài chnh 2023,"[0.0442211888730526, 0.04011870175600052, 0.9156601428985596]",neutral,0.004102487
617,Summary,VJC,"in the first half of 2024, Vietjet transported 13.1 million guests, operating 70,154 flights . the company's aviation revenue reached 32,893 billion dong, up 31% over the same period . profit before tax reached VND 1,174 billion, up 690% .","[0.9509615898132324, 0.014334093779325485, 0.03470427170395851]",positive,0.9366275
618,Summary,VJC,các máy bay s c khai thác trên mng bay tm xa ang phát trin ca hng cng nh trên các ng bay có nhu cu cao trong khu vc .,"[0.08410972356796265, 0.026333997026085854, 0.889556348323822]",neutral,0.05777573
619,Summary,VJC,the aircraft will be operated on the developing long -range network of the airline . it will replace its current A330-300 aircraft and support the plan to expand the network further . the event took place at the farnborough airshow 2024 .,"[0.6988639831542969, 0.008055302314460278, 0.29308077692985535]",positive,0.69080865
620,Summary,VJC,các c phiu ca ngành hàng không cng có din bin tch cc . ghi nhn mc tang 82% lên mc 120.900 ng/cp. phiu này  nhiu ln phá,"[0.040000367909669876, 0.02292175404727459, 0.9370778799057007]",neutral,0.017078614
621,Summary,VJC,"va báo cáo B Giao thông Vn ti (GTVT) kt qu rà soát, kim tra hot ng bán vé, kê khai, niêm yt giá vé máy bay ca các hng hàng không Vi","[0.5296549797058105, 0.03938136249780655, 0.4309636354446411]",positive,0.49027362
622,Summary,VJC,"""in 2024, the year will be difficult for Vietnamese airlines,"" says Vietjet CEO . the biggest difficulty is that the airlines in Vietnam have to return the aircraft, reducing the shipping capacity . despite the forecasts of the industry in the field of aviation, HVN shares witnessed the second consecutive ceiling session .","[0.06713090091943741, 0.9187972545623779, 0.014071875251829624]",negative,-0.85166633
623,Summary,VJC,"in the first quarter of 2024, Vietjet's air transport revenue reached VND 17,765 billion, profit after tax reached VND 520 billion, up 38% and 209% compared to the same period of 2023 . in the first three months of the year, Vietjet safely operated nearly 34,500 flights, transporting more than 6.3 million passengers .","[0.952962338924408, 0.019983526319265366, 0.027054157108068466]",positive,0.9329788
624,Summary,VJC,"in 2023, Vietjet safely operated 133,000 flights, transported 25.3 million passengers . the airline opened 33 international and domestic routes, bringing the total number of flight routes to 125 . in 2024, Vietjet's total assets reached more than VND 86.9 trillion .","[0.37714460492134094, 0.013940839096903801, 0.6089145541191101]",neutral,0.36320376
625,Summary,VJC,"in 2023, Vietjet recorded strong growth results compared to 2022 . return of an individual transport revenue reached VND 53,700 billion . support and freight revenue reached nearly VND 21 trillion .","[0.9261689782142639, 0.012293580919504166, 0.06153744459152222]",positive,0.9138754
626,Summary,VJC,"audit results noted that the individual's own non -goods revenue reached 53.7 trillion dong, consolidated revenue of VND 58.3 trillion . notably, profits from non -tax and consolidated goods have returned positively, reaching 471 billion and 606 billion dong respectively .","[0.957413375377655, 0.023963050916790962, 0.018623575568199158]",positive,0.93345034
627,Summary,VJC,"on February 22, 2024, Vietjet Airlines and Airbus manufacturing groups have just signed an agreement on the principle of ordering 20 new generation wide-body aircraft A330neo (A330-900) this is Vietjet's largest aircraft orders to date and is one of the largest orders in Singapore Airshow this year . the new aircraft will replace its current A330-300 aircraft fleet as well as support the plan to expand the flight network .","[0.9311047196388245, 0.01179979182779789, 0.05709552392363548]",positive,0.9193049
628,Summary,VJC,"in the last quarter of 2023, Vietnam National Airlines recorded 23,831 billion of net revenue . this is up 23% compared to the same period in 2022 due to the aviation market recovery and increased shipping output . in the fourth quarter of 2023, Vietnam Airlines reported a loss of VND 189 billion .","[0.9250471591949463, 0.05562181398272514, 0.01933109574019909]",positive,0.86942536
629,Summary,VJC,"consolidated revenue reached 18.8 trillion dong, an increase of 49% compared to 2022 . support revenue and freight reached 18.9 trillion dong, a strong growth of 46% and contributing 40% of the total sales revenue . last year, Vietjet recorded a consolidated revenue of VND 62.5 trillion, up 56% compared to 2022 .","[0.9572039246559143, 0.015814000740647316, 0.026981966570019722]",positive,0.9413899
630,Summary,VJC,"prime minister and president co-chaired the dialogue of Vietnam-Indonesia senior enterprise . in particular, the Indonesian president wants VinFast - electric car company of billionaire Pham Nhat Vuong .","[0.1742112785577774, 0.010371237061917782, 0.8154175281524658]",neutral,0.16384004
631,Summary,VJC,"the board of directors of Vietjet has issued resolutions related to the implementation of the individual stock offering plan . after this capital increase, Vietjet's charter capital will increase from 5,416 billion to VND 5,601 billion .","[0.901159405708313, 0.008896108716726303, 0.0899445191025734]",positive,0.8922633
632,Summary,VJC,"các phng án k hoch i máy bay tip tc c Vietnam Airlines theo di và trin khai, không phi quyt nh c t hng mà ph thuc và bên cho thuê.","[0.13840252161026, 0.025235652923583984, 0.8363617658615112]",neutral,0.11316687
633,Summary,VJC,"công b kt qu kinh doanh 9 tháng nam 2023 tang trng n tng . các hng hàng không Vit Nam  vn chuyn 11,5 triu khách, trong ó hn 2,3 triu khách quc","[0.061166588217020035, 0.02511325292289257, 0.9137201309204102]",neutral,0.036053337
634,Summary,VJC,"the company announced the 3rd quarter of 2023 with a net revenue of VND 395 billion . the profit margin improved to approximately 33%, the highest from 2020 . financial revenue also increased sharply by 147% to nearly 16 billion .","[0.9608640074729919, 0.01819564588367939, 0.02094031497836113]",positive,0.9426684
635,Summary,VJC,"c th là m AST ca CTCP Dch v Hàng không Taseco và VJC công b KQKD tng i kh quan . t gn 131 t ng li nhun sau thu, gp 3,7 ln qu 3/2022","[0.06309161335229874, 0.01869632862508297, 0.9182120561599731]",neutral,0.044395283
636,Summary,VJC,"the sale of capital from Vietjet is part of an out -of -industry reduction roadmap . if the transaction is completed, HDBank will reduce VJC shares holding 10.8 million VJC shares, equivalent to 2%ownership .","[0.03626256808638573, 0.5419914722442627, 0.42174598574638367]",negative,-0.5057289
637,Summary,VJC,"the bond batch is expired on September 15, 2028 . the bond bond is in the capital mobilization plan that VJC issued a resolution approving the issuance of 20,000 corporate vouchers on September 13 .","[0.05117916688323021, 0.01722060516476631, 0.9316002130508423]",neutral,0.03395856
638,Summary,VJC,"tp oàn sn xut máy bay thân hp Boeing 737 Max vi giá tr 10 t USD. HQT Vietnam Airlines cn b sung khong 60 máy bay n nam 2030 và khong 100 máy bay thân hp, n nam 20","[0.18698573112487793, 0.019956035539507866, 0.7930582165718079]",neutral,0.1670297
639,Summary,VJC,"the first aircraft of the order will be delivered to Thai Vietjet, the airline established by Vietjet in Thailand . the airline and Boeing agreed to hand over the first aircraft on orders of 200 B737 MAX .","[0.688742458820343, 0.009844952262938023, 0.3014124929904938]",positive,0.6788975
640,Summary,VJC,"each batch of bonds is worth VND 300 billion, 60 -month term and maturity by 2028 . the announced interest rate is 12%/year, however, the combined interest rate will be applied . as of June 30, Vietjet's total financial debt at VND 18,929 billion .","[0.03098953329026699, 0.02102421224117279, 0.9479862451553345]",neutral,0.009965321
641,Summary,VJC,"compared to the beginning of the year, the Group of billionaire Tran Dinh Long has raised the highest liquidity of 4% . by the end of the second quarter, there were a total of 26,685 billion dong in cash and bank deposits, an increase of 37% .","[0.9347612261772156, 0.013135354965925217, 0.052103351801633835]",positive,0.92162585
642,Summary,VJC,"in the first 6 months of 2023, Vietjet safely operated 65.9 thousand flights . of which, 3.5 million international visitors, up 26% and 30% over the same period . in 6 months, Vietjet recorded consolidated revenue reaching VND 29,770 billion .","[0.9233095645904541, 0.011250893585383892, 0.06543953716754913]",positive,0.91205865
643,Summary,VJC,"on June 1, 2023, Him Lam Real Estate Business Joint Stock Company bought nearly 2.6 million SGN shares of Saigon Ground Service Joint Stock Company (SASG) the ownership ratio was raised from 0% capital to 7.6% of charter capital, officially becoming a major shareholder .","[0.8748947381973267, 0.00765541847795248, 0.11744984984397888]",positive,0.8672393
644,Summary,VJC,"the face value of bonds is 100 million VND/bond . the bond lot is issued with a fixed interest rate of up to 12 months for the first 2 periods of interest, 60 months .","[0.025435274466872215, 0.02316719852387905, 0.9513976573944092]",neutral,0.002268076
645,Summary,VJC,"president of Vietjet affirmed that this was a normal job . she said that when putting large numbers with strategic partners, there will be a difference . if there is favorable conditions, Vietjet retains aircraft and arranges long -term financial resources .","[0.19511179625988007, 0.010057054460048676, 0.7948311567306519]",neutral,0.18505475
646,Summary,VJC,"in the first quarter of the first quarter of 2023, Vietjet's air transport revenue reached VND 12,880 billion . profit after tax reached VND 168 billion, up 286% and 320% compared to the same period in 2022 . international passenger transport continues to be a bright spot with the contribution of nearly 45% of total passenger transport revenue .","[0.9467785954475403, 0.012938331812620163, 0.04028303921222687]",positive,0.9338403
647,Summary,VJC,"at the end of 2022, Vietjet made more than 116,261 flights (up 186% compared to 2021) at the end of 2023, the company made more than 20.5 million passengers . the results of the audit report recorded Vietjet's consolidated revenue reached more than VND 40,142 billion .","[0.8966343402862549, 0.015452457591891289, 0.08791321516036987]",positive,0.8811819
648,Summary,VJC,"in 2022, Vietjet made 116,000 flights, transporting 20.5 million passengers . in particular, domestic passenger transport is a factor leading the recovery .","[0.847504734992981, 0.010902795940637589, 0.14159245789051056]",positive,0.8366019
649,Summary,VJC,"sovico Group recorded a strong growth in ownership capital from 11,248 billion to 49,237 billion dong . total assets increased 3 times to 165,075 billion dong, equivalent to nearly 7 billion USD . consolidated net revenue reached 687.5 billion dong, up 134% compared to last year .","[0.9558691382408142, 0.017588283866643906, 0.026542628183960915]",positive,0.9382809
650,Summary,VJC,"in 2023, the world aviation industry will have a profit returning when the number of customers continues to increase . in Vietnam, the number of domestic visitors grew strongly in 2022 and forecasting the number of international visitors will increase rapidly . SSI Research estimates Chinese visitors to Vietnam to gradually recover in the second quarter of 2023 .","[0.9513470530509949, 0.021136710420250893, 0.02751624770462513]",positive,0.93021035
651,Summary,VJC,"the large contribution to the recovery of the airlines is thanks to the explosion of domestic tourism, along with the reopening with international aviation . despite the high growth, the revenue of Vietnam Airlines has not been able to recover to the level before Covid-19 .","[0.8081676363945007, 0.15434592962265015, 0.03748637065291405]",positive,0.6538217
652,Summary,VJC,"two ""giants"" of heavy losses in 2022 reflected in results of two ""big"" aviation on stock exchange . in 2022, VJC lost a net loss of 2,359 billion, while in 2021, the profit of 122 billion dong . in the year of 2022, accumulated profits of the parent company's shareholder recorded negative approximately 34,200 billion dong .","[0.012600477784872055, 0.9514750838279724, 0.03592441603541374]",negative,-0.9388746
653,Summary,VJC,"phiên giao dch cui tun 9/12, các c phiu hàng không tr thành im sáng vi hàng lot m tang mnh . tang kch trn 6,8% lên 11.750 ng/c","[0.04269755259156227, 0.023898256942629814, 0.9334042072296143]",neutral,0.018799296
654,Summary,VJC,"During the period, Vietnamese airlines operated a total of 234,370 flights, up 85.6% compared to 2021 . Vietjet Air alone operated nearly 86,500 flights, accounting for 37% of the whole industry . forecast, due to tensions between Russia and Ukraine, the global Jet A1 fuel price in 2022 will increase by 79% compared to last year .","[0.9554439783096313, 0.020909015089273453, 0.023647025227546692]",positive,0.93453497
655,Summary,VJC,"a series of HPG shares of Hoa Phat Group, HSG of Hoa Sen Group, all draw purple on the electric board . this result has helped Cheo Phu Tran Dinh Long, Chairman of Hoa Phat Group, ""regain"" the fortune . only Bui Thanh Nhon has lost about 10,000 billion from November 10 .","[0.7051638960838318, 0.030911915004253387, 0.263924241065979]",positive,0.674252
656,Summary,VJC,"in the third quarter of 2022, Vietjet recorded a profit after tax of 43 billion dong, down 41% over the same period . in 9 months, Vietjet achieved net revenue of 27,535 billion dong and profit after tax 187 billion dong, down 3% over the same period.","[0.007730220444500446, 0.9739310145378113, 0.018338771536946297]",negative,-0.96620077
657,Summary,VJC,"net revenue reached VND 11,600 billion, 4.4 times higher than the same period . revenue increased slightly compared to the second quarter of 2022, in the context of the aviation industry is gradually recovering .","[0.9468125700950623, 0.03474635258316994, 0.018441105261445045]",positive,0.9120662
658,Summary,VJC,tông sô lng chuyên bay trong 7 tháng u nam 2022 tng ng 86% con sô ghi nhn trong cùng k nam 2019 . sô liu nam 2019 bao gôm c chuyên bay quôc tê v,"[0.06692873686552048, 0.03054231032729149, 0.9025290012359619]",neutral,0.036386427
659,Summary,VJC,"individual offering of 34.8 million shares for 100 professional securities investors . charter capital of the business will increase from 5,416 billion . besides private offering, this year also plans to issue an additional 108.3 million shares to pay dividends 2021 .","[0.6829848885536194, 0.007918963208794594, 0.3090961277484894]",positive,0.67506593
660,Summary,VJC,"in early April 2022, 7 Vietnamese billionaires officially participated in Forbes's world billionaire list . according to statistics, in the first 6 months of the year, these 7 billionaires contributed to the state budget of VND 40,000 billion . last year, the Group of billionaire Pham Nhat Vuong paid 26,213 billion to the budget .","[0.14927731454372406, 0.01714070327579975, 0.8335820436477661]",neutral,0.13213661
661,Summary,VJC,"consolidated business results recorded the revenue of VND 15,934.6 billion . profit after tax reached VND 145 billion, increasing by 111% and 19% . as of June 30, 2022, Vietjet has a total assets of 62,669 billion dong .","[0.702642560005188, 0.011720982380211353, 0.28563645482063293]",positive,0.6909216
662,Summary,VJC,"in the second quarter, the airline operated nearly 33,000 flights, transporting 6 million passengers, increasing higher than before the pandemic . in the first six months of the year, its passenger transport revenue reached 14,696 billion dong . consolidated revenue reached 16,112 billion dong, in turn increased compared to the same period in 2019 .","[0.9572017788887024, 0.018327156081795692, 0.024471154436469078]",positive,0.9388746
663,Summary,VJC,"according to the audited financial statements in 2021, Vietjet achieved a consolidated revenue of VND 12,875 billion and profit after tax of VND 80 billion . in the first three months of 2022, Vietjet achieved a revenue of 3,340 billion dong, an increase of 17% over the same period in 2021 . increase freight Vietjet continues to make a mark in the freight business .","[0.9237124919891357, 0.00841474998742342, 0.06787277013063431]",positive,0.91529775
664,Summary,VJC,"according to the first quarter of the first quarter of 2022, Vietjet recorded a growth of 113% of profit before tax . the fast recovery passenger transport business and the freight business continued to expand . in the first quarter of 2022, Vietjet achieved a consolidated revenue of VND 4,522 billion, profit after tax was VND 244 billion .","[0.8759215474128723, 0.008144073188304901, 0.11593431234359741]",positive,0.86777747
665,Summary,VJC,"in 2021, revenue from sales and service provision of Vietjet (VJC) reached VND 12,998 billion . in the fourth quarter of 2021, the recovery and revenue of passenger transport reached VND 297 billion . 80% of Vietnam's air transportation market share belongs to foreign enterprises .","[0.06732005625963211, 0.01365600060671568, 0.9190239310264587]",neutral,0.053664055
666,Summary,VJC,"the list of shareholders to exercise the right to attend the Annual General Meeting of Shareholders in 2022 is expected on May 28, 2022 . in 2021, Vietjet made nearly 42,000 flights and transported over 5.4 million passengers across the flight network .","[0.06579297035932541, 0.012453263625502586, 0.9217538237571716]",neutral,0.053339705
667,Summary,VJC,"phiên giao dch u nam Nhâm Dn 2022, các c phiu hàng không tr thành im sáng vi hàng lot m tang mnh . c phiu CIA ca Dch V Sân Bay","[0.05342453718185425, 0.023633664473891258, 0.9229418039321899]",neutral,0.029790873
668,Summary,VJC,"in the first 9 months, Vietjet made nearly 37,000 flights, transporting nearly 6.4 million passengers . the airline also made many flights to tens of thousands of health workers, army, police, transporting millions of vaccine doses .","[0.11032332479953766, 0.016366608440876007, 0.8733100891113281]",neutral,0.09395672
669,Summary,VJC,giá nhiên liu tang mnh ang là vn  e da s phc hi các hng hàng không sau cuc khng hong COVID-19 . giá nhiên liu máy bay  ta,"[0.04270318150520325, 0.02930161915719509, 0.9279952049255371]",neutral,0.013401562
670,Summary,VJC,"the parent company achieved air transport revenue of 5,022 billion dong . the total profit after tax reached 34.2 billion dong, an increase of 102% . compared to the financial statements set by Vietjet, the review report recorded profit after tax increased by 148% .","[0.953926146030426, 0.01616908796131611, 0.029904842376708984]",positive,0.9377571
671,Summary,VJC,"phiu thang hoa trc thm m ca Ghi nhn, kt phiên 10/9, VJC tip tc tang lên 129.800 ng/cp, HVN tang mnh 4,4% lên 25.050 ng/cp, ACV gi sc","[0.16508793830871582, 0.01777031272649765, 0.8171418309211731]",neutral,0.14731762
